question_id,question,answer_preview,cluster,rank,chunk_id,policy_name,page,section,match_score,chunk_preview,relevant
q019,What access does a research student retain if their enrolled status is removed due to late submissio,"They will retain a University email account and log-in, and have access to the L",Late Submission,2,bb28ef8b,COMSC School Handbook 25 26,7.0,Student ID card ,13,COMSC School Handbook 25 26 Section 3.3 Student ID card  Collection of your student ID card is a mandatory step in the e,1
q019,What access does a research student retain if their enrolled status is removed due to late submissio,"They will retain a University email account and log-in, and have access to the L",Late Submission,3,f28a965f,Academic Regulations and Policies Handbook 2025 26 English Nov25,20.0,"In making any such changes, the University will aim to keep the changes to ",11,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 2.3 In making any such changes, the University ",0
q019,What access does a research student retain if their enrolled status is removed due to late submissio,"They will retain a University email account and log-in, and have access to the L",Late Submission,4,2f06f5fb,Academic Regulations and Policies Handbook 2025 26 English Nov25,67.0,Doctoral students are permitted to submit their thesis no earlier than 6 ,10,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.2 Doctoral students are permitted to submit t,0
q019,What access does a research student retain if their enrolled status is removed due to late submissio,"They will retain a University email account and log-in, and have access to the L",Late Submission,5,e594a019,COMSC School Handbook 25 26,9.0,Library services ,10,COMSC School Handbook 25 26 Section 3.7 Library services  and with the range of policies and procedures that underpin th,0
q020,Is it a student's right to have a late thesis submission accepted?,No. The decision whether to accept a thesis as a Late Submission is at the discr,Late Submission,1,b0a1f8ff,Late Submission Policy,2.0,The decision whether to accept your thesis as a Late Submission will be at ,35,Late Submission Policy Section 7 The decision whether to accept your thesis as a Late Submission will be at  the discret,1
q020,Is it a student's right to have a late thesis submission accepted?,No. The decision whether to accept a thesis as a Late Submission is at the discr,Late Submission,2,63e7f350,Late Submission Policy,2.0,Your Head of School may accept your thesis as a Late Submission no later ,22,Late Submission Policy Section 8 Your Head of School may accept your thesis as a Late Submission no later  than 12 month,1
q020,Is it a student's right to have a late thesis submission accepted?,No. The decision whether to accept a thesis as a Late Submission is at the discr,Late Submission,3,a3e041aa,Academic Regulations and Policies Handbook 2025 26 English Nov25,97.0,The Head of School will appoint an independent reviewer who is ,18,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 7.8 The Head of School will appoint an independ,0
q020,Is it a student's right to have a late thesis submission accepted?,No. The decision whether to accept a thesis as a Late Submission is at the discr,Late Submission,4,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,14,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,0
q020,Is it a student's right to have a late thesis submission accepted?,No. The decision whether to accept a thesis as a Late Submission is at the discr,Late Submission,5,ff07300d,Academic Regulations and Policies Handbook 2025 26 English Nov25,98.0,"Where the examiners have recommended that an aegrotat award be made, ",13,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 7.12 Where the examiners have recommended that ,0
q021,Are all marks final as soon as I receive them?,No. All marks are provisional until they have been confirmed by an Examining Boa,Late Submission,1,b79524fb,COMSC School Handbook 25 26,32.0,,40,In Year 1 of undergraduate programmes) are also checked and approved by external  examiners.  Where a coursework assessm,1
q021,Are all marks final as soon as I receive them?,No. All marks are provisional until they have been confirmed by an Examining Boa,Late Submission,2,cd08159b,COMSC School Handbook 25 26,32.0,Resits ,21,COMSC School Handbook 25 26 Section 14.5.3 Resits  If the Examining Board determines that you have failed no more than 6,1
q021,Are all marks final as soon as I receive them?,No. All marks are provisional until they have been confirmed by an Examining Boa,Late Submission,3,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,17,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,0
q021,Are all marks final as soon as I receive them?,No. All marks are provisional until they have been confirmed by an Examining Boa,Late Submission,4,c53b9048,Academic Regulations and Policies Handbook 2025 26 English Nov25,83.0,,14,".10  confirm whether or not a student shall be awarded the intended  award for the programme;  .11  confirm, where appro",0
q021,Are all marks final as soon as I receive them?,No. All marks are provisional until they have been confirmed by an Examining Boa,Late Submission,5,a8350d2b,Academic Regulations and Policies Handbook 2025 26 English Nov25,86.0,"In awarding credit, the module mark confirmed by the Examining Board will ",13,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 11.9 In awarding credit, the module mark confir",0
q022,What happens during the resit period for COMSC students?,If the Examining Board determines you have failed no more than 60 credits in the,Late Submission,1,cd08159b,COMSC School Handbook 25 26,32.0,Resits ,63,COMSC School Handbook 25 26 Section 14.5.3 Resits  If the Examining Board determines that you have failed no more than 6,1
q022,What happens during the resit period for COMSC students?,If the Examining Board determines you have failed no more than 60 credits in the,Late Submission,2,c53b9048,Academic Regulations and Policies Handbook 2025 26 English Nov25,83.0,,24,".10  confirm whether or not a student shall be awarded the intended  award for the programme;  .11  confirm, where appro",1
q022,What happens during the resit period for COMSC students?,If the Examining Board determines you have failed no more than 60 credits in the,Late Submission,3,b79524fb,COMSC School Handbook 25 26,32.0,,24,In Year 1 of undergraduate programmes) are also checked and approved by external  examiners.  Where a coursework assessm,0
q022,What happens during the resit period for COMSC students?,If the Examining Board determines you have failed no more than 60 credits in the,Late Submission,4,45cd67a7,COMSC School Handbook 25 26,33.0,Progression ,24,COMSC School Handbook 25 26 Section 14.5.4 Progression  Note: this simplified guidance is to be read in conjunction with,0
q022,What happens during the resit period for COMSC students?,If the Examining Board determines you have failed no more than 60 credits in the,Late Submission,5,b24d3c51,COMSC School Handbook 25 26,33.0,,23,The type of reassessment you will need to complete depends on the components you have  failed. You may be required to re,0
q023,What happens if I fail more than 60 credits during the academic year?,You will not be eligible for resits in the August resit period. Depending on you,Late Submission,1,cd08159b,COMSC School Handbook 25 26,32.0,Resits ,42,COMSC School Handbook 25 26 Section 14.5.3 Resits  If the Examining Board determines that you have failed no more than 6,1
q023,What happens if I fail more than 60 credits during the academic year?,You will not be eligible for resits in the August resit period. Depending on you,Late Submission,2,b24d3c51,COMSC School Handbook 25 26,33.0,,27,The type of reassessment you will need to complete depends on the components you have  failed. You may be required to re,1
q023,What happens if I fail more than 60 credits during the academic year?,You will not be eligible for resits in the August resit period. Depending on you,Late Submission,3,45cd67a7,COMSC School Handbook 25 26,33.0,Progression ,13,COMSC School Handbook 25 26 Section 14.5.4 Progression  Note: this simplified guidance is to be read in conjunction with,0
